Track,Artist,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Year
"Hush, Hush, Sweet Charlotte",Patti Page,2:32,4,0.335,0.163,10,-17.254,1,0.031,0.782,0,0.316,0.513,84.315,24,1965
"Mrs. Brown, You’ve Got A Lovely Daughter",Herman’s Hermits,2:48,4,0.608,0.498,0,-9.447,1,0.0523,0.766,0.178,0.0939,0.901,149.294,22,1965
Don’t Just Stand There,Patty Duke,2:38,3,0.554,0.375,7,-6.979,1,0.0266,0.849,0.00000327,0.386,0.513,83.293,21,1965
I’ll Never Find Another You,The Seekers,3:34,4,0.547,0.786,10,-8.188,1,0.195,0.552,0,0.485,0.577,126.977,13,1965
What’s New Pussycat?,Tom Jones,2:46,1,0.69,0.826,9,-5.393,1,0.0383,0.00598,0,0.116,0.301,109.992,11,1965
The Jolly Green Giant,The Kingsmen,2:04,4,0.624,0.539,5,-8.572,1,0.162,0.774,0,0.0935,0.894,132.213,6,1965
I’m Telling You Now,Freddie and the Dreamers,2:08,4,0.605,0.699,3,-6.875,1,0.0317,0.378,0,0.305,0.891,71.38,1,1965
Keep Searchin’ (WE’LL Follow The Sun),Del Shannon,2:24,4,0.467,0.817,2,-6.829,1,0.0592,0.067,0,0.356,0.595,149.927,0,1965
Can’t You Hear My Heart Beat,Herman’s Hermits,3:30,4,0.742,0.42,3,-12.523,0,0.319,0.091,0,0.101,0.506,82.039,0,1965
"I’m Henry The Eighth, I Am",Herman’s Hermits,3:16,4,0.554,0.617,0,-8.205,1,0.127,0.693,0,0.738,0.847,135.892,0,1965
I’ll Be Doggone,Marvin Gaye,3:46,4,0.666,0.846,9,-6.813,1,0.0291,0.126,0.000149,0.0621,0.907,136.466,0,1965
You’ve Got Your Troubles,The Fortunes,3:24,4,0.522,0.216,0,-19.885,0,0.0306,0.937,0.838,0.132,0.501,134.773,0,1965
My Love,Petula Clark,2:17,4,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,89,1966
Wild Thing,The Troggs,3:59,4,0.708,0.731,3,-4.872,1,0.0345,0.0189,0.00000447,0.129,0.379,116.975,85,1966
"Paint It, Black",The Rolling Stones,3:22,4,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,84,1966
Daydream,The Lovin’ Spoonful,3:28,4,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,81,1966
California Dreamin’,The Mamas & the Papas,2:42,4,0.552,0.608,1,-9.786,0,0.0345,0.352,0,0.0533,0.637,112.367,81,1966
You Can’t Hurry Love,The Supremes,2:55,4,0.62,0.936,7,-4.593,1,0.0308,0.0261,0,0.0679,0.763,97.527,79,1966
Kicks,Paul Revere & the Raiders,4:42,4,0.363,0.982,7,-3.621,0,0.3,0.00123,0.00218,0.284,0.275,179.23,78,1966
I Am A Rock,Simon & Garfunkel,4:16,4,0.6,0.537,9,-7.777,0,0.0362,0.0468,0.0038,0.206,0.126,90.061,76,1966
The Sound Of Silence,Simon & Garfunkel,4:08,4,0.322,0.28,6,-9.367,0,0.0281,0.468,0.0000011,0.102,0.175,85.794,75,1966
"Cherry, Cherry",Neil Diamond,5:17,4,0.47,0.859,2,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,124.01,74,1966
Hungry,Paul Revere & the Raiders,3:40,4,0.691,0.812,0,-7.772,1,0.0558,0.0433,0.00000116,0.299,0.685,127.568,74,1966
Green Grass,Gary Lewis & The Playboys,2:47,4,0.685,0.738,8,-4.413,1,0.0595,0.0695,0,0.128,0.8,112.972,73,1966
Fever,The McCoys,2:52,4,0.6,0.713,6,-5.079,0,0.0592,0.0642,0,0.142,0.471,72.999,73,1966
Strangers In The Night,Frank Sinatra,2:37,4,0.259,0.473,5,-8.275,1,0.0295,0.592,0,0.201,0.539,90.348,72,1966
I Got You (I Feel Good),James Brown,2:45,4,0.611,0.487,7,-8.781,1,0.0938,0.417,0.00001,0.287,0.699,143.321,69,1966
Just Like Me,Paul Revere & the Raiders,3:32,4,0.43,0.971,9,-3.845,1,0.0524,0.0271,0.0000216,0.185,0.764,151.219,69,1966
Gloria,The Shadows of Knight,4:49,4,0.776,0.743,9,-6.807,1,0.0289,0.107,0.293,0.149,0.84,131.343,68,1966
Bang Bang (MY Baby Shot Me Down),Cher,2:42,4,0.433,0.174,5,-18.791,0,0.0537,0.982,0.101,0.111,0.366,95.802,67,1966
Black Is Black,Los Bravos,4:08,4,0.477,0.483,4,-9.413,0,0.0364,0.0027,0.783,0.156,0.123,170.026,67,1966
Guantanamera,The Sandpipers,3:25,4,0.784,0.646,1,-8.198,0,0.0408,0.018,0.00157,0.337,0.791,120.007,67,1966
These Boots Are Made For Walkin’,Nancy Sinatra,2:46,4,0.628,0.42,9,-10.547,1,0.177,0.395,0.00000255,0.104,0.337,165.304,66,1966
When A Man Loves A Woman,Percy Sledge,2:53,3,0.516,0.15,1,-20.41,1,0.0272,0.13,0.0755,0.122,0.205,97.398,66,1966
Sweet Pea,Tommy Roe,2:09,4,0.946,0.289,11,-9.413,1,0.0584,0.152,0.00002,0.234,0.816,102.073,66,1966
Homeward Bound,Simon & Garfunkel,2:29,4,0.485,0.378,3,-11.773,1,0.0337,0.831,0,0.103,0.528,92.928,65,1966
Over And Over,The Dave Clark Five,4:50,4,0.402,0.691,7,-10.274,1,0.0691,0.0679,0.133,0.0955,0.206,96.95,65,1966
Summer In The City,The Lovin’ Spoonful,2:40,4,0.423,0.681,10,-9.756,1,0.0398,0.0592,0.000177,0.0889,0.56,110.461,65,1966
Ain’t Too Proud To Beg,The Temptations,2:36,4,0.763,0.655,0,-6.86,1,0.0417,0.552,0,0.125,0.925,118.397,64,1966
Land Of 1000 Dances,Wilson Pickett,2:26,4,0.618,0.588,2,-11.624,1,0.0735,0.0128,0.0266,0.351,0.768,86.903,64,1966
Day Tripper,The Beatles,2:49,4,0.642,0.723,6,-10.553,0,0.0298,0.117,0,0.19,0.697,137.735,63,1966
"Monday, Monday",The Mamas & the Papas,3:28,4,0.488,0.464,1,-9.496,1,0.0284,0.742,0,0.57,0.709,109.853,63,1966
Barbara Ann,The Beach Boys,2:13,4,0.581,0.669,6,-3.659,1,0.0385,0.19,0,0.243,0.926,78.073,62,1966
Nowhere Man,The Beatles,2:43,4,0.534,0.624,4,-9.589,1,0.0462,0.00797,0,0.128,0.687,121.402,62,1966
Turn! Turn! Turn! (TO Everything There Is A Season),The Byrds,3:49,4,0.451,0.818,2,-8.124,1,0.0439,0.135,0.0000292,0.052,0.755,124.532,62,1966
Bus Stop,The Hollies,3:56,4,0.603,0.684,7,-6.023,0,0.0887,0.378,0.00138,0.16,0.38,152.03,62,1966
I Fought The Law,Bobby Fuller Four,2:43,4,0.526,0.9,2,-6.815,1,0.0545,0.00539,0.0000412,0.14,0.883,151.279,61,1966
Cherish,The Association,5:32,4,0.68,0.389,8,-13.239,1,0.0545,0.0121,0.0834,0.105,0.68,80.145,61,1966
Yellow Submarine,The Beatles,2:39,4,0.616,0.636,1,-7.055,1,0.0325,0.208,0,0.517,0.654,110.618,60,1966
The Duck,Jackie Lee,3:12,4,0.709,0.768,5,-6.427,1,0.0476,0.636,0,0.289,0.725,94.989,59,1966
We Can Work It Out,The Beatles,2:16,4,0.382,0.608,2,-10.061,1,0.0268,0.113,0,0.148,0.741,106.301,59,1966
Uptight (EVERYTHING’S Alright),Stevie Wonder,2:54,4,0.593,0.642,5,-9.894,0,0.0304,0.186,0,0.129,0.919,133.281,58,1966
A Groovy Kind Of Love,The Mindbenders,3:30,4,0.456,0.243,2,-12.19,1,0.0286,0.414,0.00000445,0.116,0.19,144.13,57,1966
Sunshine Superman,Donovan,3:15,4,0.629,0.677,1,-7.239,1,0.0299,0.122,0.00000972,0.0962,0.627,132.783,54,1966
Sloop John B,The Beach Boys,3:00,4,0.567,0.745,8,-5.412,1,0.0264,0.402,0,0.0795,0.903,125.575,54,1966
Psychotic Reaction,Count Five,3:05,4,0.358,0.753,11,-6.641,1,0.0986,0.000259,0.0199,0.266,0.688,164.896,53,1966
96 Tears,and the Mysterians,2:56,4,0.65,0.562,7,-5.965,1,0.0345,0.0624,0.0000321,0.076,0.882,123.674,52,1966
Dandy,Herman’s Hermits,1:35,5,0.511,0.318,10,-4.928,1,0.0515,0.927,0,0.0485,0.659,172.543,52,1966
What Becomes Of The Brokenhearted,Jimmy Ruffin,2:58,4,0.733,0.443,2,-12.017,0,0.0252,0.678,0,0.519,0.701,97.348,52,1966
Good Lovin’,The Young Rascals,2:30,4,0.252,0.507,2,-13.337,1,0.0442,0.00206,0.00057,0.325,0.816,196.494,52,1966
Last Train To Clarksville,The Monkees,2:44,4,0.239,0.618,0,-8.464,1,0.033,0.0305,0,0.721,0.683,197.499,51,1966
Flowers On The Wall,the Statler Brothers,2:19,4,0.53,0.51,8,-11.053,0,0.187,0.596,0,0.0712,0.808,201.594,51,1966
Paperback Writer,The Beatles,2:18,4,0.472,0.856,7,-6.03,1,0.0562,0.147,0.00000278,0.595,0.841,78.696,50,1966
Ebb Tide,The Righteous Brothers,3:06,3,0.179,0.211,5,-11.936,1,0.0326,0.896,0.76,0.431,0.231,174.248,49,1966
My World Is Empty Without You,The Supremes,2:34,4,0.466,0.676,6,-9.378,0,0.112,0.248,0.00000322,0.103,0.845,88.688,48,1966
If I Were A Carpenter,Bobby Darin,3:00,4,0.477,0.366,7,-13.227,1,0.0434,0.542,0.00586,0.181,0.689,88.179,47,1966
You Don’t Have To Say You Love Me,Dusty Springfield,2:50,3,0.317,0.513,2,-9.24,0,0.0339,0.455,0,0.0719,0.627,111.5,47,1966
Secret Agent Man,Johnny Rivers,3:07,4,0.464,0.791,4,-8.373,0,0.0811,0.605,0,0.685,0.902,159.423,47,1966
Crying Time,Ray Charles,3:30,4,0.164,0.796,1,-5.727,0,0.0458,0.327,0.782,0.118,0.46,150.234,47,1966
I Saw Her Again,The Mamas & the Papas,3:13,4,0.476,0.86,1,-5.976,0,0.0331,0.171,0.0309,0.235,0.894,121.715,47,1966
Walk Away Renée,The Left Banke,2:44,4,0.405,0.563,9,-7.313,1,0.033,0.735,0,0.198,0.592,117.777,46,1966
Time Won’t Let Me,The Outsiders,4:11,4,0.386,0.864,0,-4.776,1,0.0323,0.00133,0.000054,0.44,0.418,154.774,45,1966
Hanky Panky,Tommy James and the Shondells,2:51,4,0.646,0.911,7,-6.228,0,0.101,0.411,0.000484,0.115,0.895,126.122,45,1966
Make The World Go Away,Eddy Arnold,2:41,3,0.213,0.213,1,-11.896,1,0.0345,0.882,0.0000316,0.0633,0.519,206.983,44,1966
Ballad Of The Green Berets,SSgt. Barry Sadler,2:26,4,0.715,0.327,0,-11.814,1,0.033,0.782,0.000344,0.625,0.713,84.369,44,1966
Sweet Talkin’ Guy,the Chiffons,2:26,4,0.539,0.66,11,-4.834,0,0.0319,0.461,0.00189,0.0564,0.735,148.268,44,1966
Rainy Day Women,Bob Dylan,4:34,4,0.556,0.592,5,-7.378,1,0.0337,0.458,0,0.0637,0.587,94.887,43,1966
Wouldn’t It Be Nice,The Beach Boys,3:13,4,0.352,0.597,9,-6.603,0,0.0361,0.522,0.00000466,0.142,0.316,125.014,43,1966
You Didn’t Have To Be So Nice,The Lovin’ Spoonful,2:26,4,0.638,0.622,1,-10.035,0,0.0265,0.809,0.00385,0.0416,0.871,130.354,43,1966
Five O’clock World,The Vogues,2:18,4,0.496,0.691,9,-9.833,1,0.0327,0.0737,0.0000175,0.051,0.893,126.43,43,1966
Poor Side Of Town,Johnny Rivers,3:38,4,0.423,0.467,6,-12.194,0,0.0317,0.722,0.00000238,0.255,0.553,104.165,42,1966
Lightnin’ Strikes,Lou Christie,3:01,4,0.619,0.654,3,-8.46,1,0.0652,0.611,0,0.144,0.688,134.293,42,1966
Li’l Red Riding Hood,Sam the Sham and the Pharaohs,2:41,4,0.779,0.418,11,-8.432,0,0.036,0.72,0,0.197,0.581,121.997,42,1966
Red Rubber Ball,The Cyrkle,2:17,4,0.644,0.459,9,-11.702,1,0.0322,0.657,0,0.0876,0.852,92.801,42,1966
Beauty Is Only Skin Deep,The Temptations,2:24,4,0.655,0.547,0,-4.862,1,0.0425,0.093,0,0.0618,0.628,119.902,42,1966
The Pied Piper,Crispian St. Peters,2:31,4,0.692,0.734,11,-7.089,1,0.0465,0.112,0,0.164,0.963,125.436,41,1966
Cool Jerk,The Capitols,2:46,4,0.704,0.574,10,-14.524,0,0.0611,0.339,0,0.0705,0.763,83.955,41,1966
See You In September,The Happenings,2:27,4,0.519,0.422,4,-8.732,1,0.0282,0.864,0,0.332,0.803,128.956,41,1966
Did You Ever Have To Make Up Your Mind?,The Lovin’ Spoonful,1:59,4,0.789,0.5,7,-9.064,1,0.0342,0.761,0,0.181,0.945,120.214,41,1966
19th Nervous Breakdown,The Rolling Stones,3:56,4,0.477,0.842,4,-7.356,1,0.0371,0.0142,0.106,0.271,0.796,96.457,40,1966
Somewhere My Love,Ray Conniff Singers,4:02,4,0.652,0.714,0,-9.891,1,0.0278,0.104,0,0.124,0.575,133.841,39,1966
Elusive Butterfly,Bob Lind,2:48,4,0.577,0.621,3,-8.217,1,0.0262,0.099,0,0.0945,0.78,94.982,38,1966
Working In The Coal Mine,Lee Dorsey,2:49,4,0.766,0.493,3,-8.571,1,0.0689,0.691,0,0.0556,0.921,142.764,37,1966
Let’s Hang On!,The Four Seasons,3:02,4,0.522,0.488,5,-5.477,0,0.0293,0.557,0.0000103,0.159,0.674,126.014,37,1966
Born A Woman,Sandy Posey,3:17,4,0.542,0.342,11,-8.197,1,0.0271,0.712,0.000298,0.173,0.351,128.914,34,1966
She’s Just My Style,Gary Lewis & The Playboys,3:15,4,0.517,0.685,9,-8.666,1,0.027,0.411,0,0.0728,0.945,74.119,33,1966
Barefootin’,Robert Parker,4:12,4,0.442,0.671,4,-5.718,0,0.0383,0.0319,0.00000109,0.0715,0.81,208.315,33,1966
Listen People,Herman’s Hermits,4:17,4,0.431,0.418,5,-11.13,1,0.0364,0.852,0.823,0.181,0.525,147.743,32,1966
It’s A Man’s Man’s Man’s World,James Brown,2:20,3,0.306,0.681,3,-3.57,0,0.0391,0.247,0.00000527,0.0692,0.484,179.627,31,1966
I’ve Got You Under My Skin,The Four Seasons,2:55,4,0.393,0.396,5,-15.563,1,0.0352,0.978,0.822,0.732,0.44,74.475,31,1966
No Matter What Shape (YOUR Stomach’s In),The T-Bones,2:16,4,0.786,0.803,0,-12.7,1,0.0313,0.257,0.793,0.044,0.964,125.841,30,1966
I’m So Lonesome I Could Cry,B. J. Thomas,3:25,3,0.39,0.357,1,-6.338,0,0.0272,0.202,0,0.105,0.167,99.489,28,1966
Mother’s Little Helper,The Rolling Stones,2:45,4,0.598,0.638,4,-7.009,0,0.0281,0.0673,0.0000234,0.322,0.63,101.101,28,1966
Message To Michael,Dionne Warwick,3:08,4,0.604,0.254,1,-15.298,1,0.0469,0.835,0.00000104,0.796,0.633,90.609,27,1966
Hooray For Hazel,Tommy Roe,2:29,4,0.656,0.795,9,-7.338,1,0.0314,0.0328,0.00000342,0.0898,0.96,116.475,27,1966
A Must To Avoid,Herman’s Hermits,1:55,4,0.51,0.71,4,-5.849,1,0.0281,0.0636,0,0.173,0.865,135.083,22,1966
Oh How Happy,The Shades of Blue,2:16,4,0.559,0.425,9,-11.324,1,0.0378,0.634,0.0000688,0.121,0.724,87.273,20,1966
Reach Out I’ll Be There,Four Tops,5:01,4,0.655,0.258,2,-11.523,0,0.0291,0.225,0.0534,0.138,0.431,80.096,17,1966
(YOU’RE My) Soul And Inspiration,The Righteous Brothers,3:23,4,0.644,0.336,10,-12.465,1,0.0242,0.246,0,0.081,0.488,91.934,9,1966
The Men In My Little Girl’s Life,Mike Douglas,3:44,5,0.343,0.262,0,-16.204,1,0.0431,0.86,0.0000618,0.559,0.257,91.134,8,1966
Sunny,Bobby Hebb,3:10,4,0.454,0.415,9,-16.757,1,0.0254,0.613,0.853,0.145,0.552,165.551,7,1966
Don’t Mess With Bill,The Marvelettes,2:49,4,0.669,0.644,7,-7.261,1,0.037,0.268,0,0.142,0.471,116.171,1,1966
Brown Eyed Girl,Van Morrison,3:03,4,0.491,0.583,7,-10.964,1,0.0376,0.185,0,0.406,0.908,150.566,86,1967
Reflections,The Supremes,4:04,4,0.648,0.594,11,-7.027,0,0.0293,0.114,0.0462,0.116,0.544,113.983,83,1967
Somethin’ Stupid,Frank & Nancy Sinatra,2:42,4,0.257,0.338,4,-12.902,1,0.0357,0.736,0,0.252,0.544,207.356,76,1967
Happy Together,The Turtles,2:56,4,0.584,0.367,6,-9.638,0,0.0328,0.55,0.0000138,0.0818,0.588,120.175,76,1967
Respect,Aretha Franklin,2:27,4,0.805,0.558,0,-5.226,1,0.041,0.164,0.000022,0.0546,0.965,114.95,75,1967
Can’t Take My Eyes Off You,Frankie Valli,3:23,4,0.581,0.78,4,-7.053,1,0.0567,0.508,0.0000107,0.0799,0.561,123.711,74,1967
Mirage,Tommy James and the Shondells,0:57,4,0.683,0.468,9,-10.058,0,0.0743,0.87,0.673,0.108,0.47,117.095,74,1967
The Letter,The Box Tops,1:31,4,0.721,0.496,8,-6.296,1,0.0645,0.14,0.000101,0.102,0.18,81.499,72,1967
Good Vibrations,The Beach Boys,3:39,4,0.396,0.473,10,-7.67,0,0.0345,0.326,0.000124,0.109,0.385,133.449,71,1967
All I Need,The Temptations,3:48,4,0.67,0.478,4,-8.689,0,0.0355,0.531,0.428,0.138,0.0997,88.014,71,1967
Baby I Love You,Aretha Franklin,4:09,4,0.651,0.747,1,-7.269,0,0.0699,0.0528,0,0.207,0.776,147.518,69,1967
Light My Fire,The Doors,7:09,4,0.413,0.725,3,-5.787,0,0.0324,0.369,0.0000216,0.0905,0.44,124.618,69,1967
(YOUR Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,2:59,4,0.634,0.677,2,-7.19,1,0.0448,0.318,0,0.0902,0.939,95.792,68,1967
"Mercy, Mercy, Mercy",The Buckinghams,3:13,4,0.498,0.634,6,-12.16,0,0.0475,0.328,0.748,0.0962,0.515,93.161,68,1967
A Natural Woman (YOU Make Me Feel Like),Aretha Franklin,2:45,3,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,67,1967
Somebody To Love,Jefferson Airplane,4:56,3,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,67,1967
White Rabbit,Jefferson Airplane,2:30,4,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,67,1967
Strawberry Fields Forever,The Beatles,4:07,4,0.39,0.502,10,-12.277,1,0.178,0.336,0.000129,0.0713,0.289,97.873,66,1967
A Girl Like You,The Young Rascals,3:56,4,0.619,0.781,5,-7.456,0,0.0393,0.0245,0.000293,0.402,0.533,126.266,66,1967
Soul Man,Sam & Dave,2:39,4,0.79,0.41,0,-13.241,1,0.0343,0.263,0.00314,0.174,0.815,112.345,65,1967
"Up, Up And Away",The 5th Dimension,2:27,4,0.661,0.665,4,-6.356,0,0.053,0.538,0,0.0981,0.486,75.059,65,1967
Ruby Tuesday,The Rolling Stones,3:16,4,0.524,0.553,0,-10.767,1,0.0292,0.831,0,0.174,0.517,104.578,65,1967
Good Thing,Paul Revere & the Raiders featuring Mark Lindsay,2:55,4,0.559,0.513,7,-7.502,1,0.0275,0.268,0.0000165,0.0746,0.159,86.002,64,1967
All You Need Is Love,The Beatles,3:50,4,0.399,0.481,7,-7.768,1,0.0296,0.349,0.0000317,0.155,0.652,103.379,64,1967
Mellow Yellow,Donovan,3:45,4,0.493,0.852,11,-3.349,0,0.0802,0.0231,0.00000972,0.147,0.499,86.309,63,1967
Baby I Need Your Lovin’,Johnny Rivers,2:46,4,0.632,0.686,0,-6.116,0,0.0395,0.437,0,0.193,0.65,121.414,63,1967
You Keep Me Hangin’ On,The Supremes,4:15,4,0.686,0.682,7,-12.154,0,0.033,0.0806,0.000155,0.14,0.708,123.44,63,1967
Close Your Eyes,Peaches & Herb,2:34,3,0.143,0.000195,9,-39.978,1,0.0625,0.923,0.963,0.112,0.106,136.879,62,1967
Penny Lane,The Beatles,3:00,4,0.651,0.488,9,-8.22,1,0.0316,0.212,0.026,0.136,0.491,113.032,62,1967
Tell It Like It Is,Aaron Neville,2:42,3,0.644,0.375,2,-10.588,0,0.0284,0.702,0,0.111,0.629,94.257,61,1967
That’s Life,Frank Sinatra,3:22,4,0.525,0.774,9,-4.532,1,0.241,0.24,0.00000107,0.495,0.526,154.192,61,1967
A Whiter Shade Of Pale,Procol Harum,4:08,4,0.249,0.66,0,-6.904,1,0.0343,0.514,0.00271,0.0891,0.427,149.822,61,1967
Dedicated To The One I Love,The Mamas & the Papas,2:58,4,0.396,0.452,7,-8.809,1,0.0326,0.814,0,0.192,0.307,103.264,61,1967
The Beat Goes On,Sonny & Cher,2:13,4,0.821,0.781,0,-4.465,1,0.0397,0.00563,0.0191,0.0403,0.434,137.017,60,1967
Groovin’,The Young Rascals,2:31,4,0.605,0.455,5,-8.903,0,0.0301,0.595,0,0.0816,0.678,106.825,60,1967
Sweet Soul Music,Arthur Conley,2:21,4,0.59,0.659,5,-9.669,1,0.0697,0.104,0.00000656,0.356,0.965,80.201,59,1967
Windy,The Association,2:52,5,0.166,0.621,5,-13.272,0,0.0792,0.275,0.954,0.21,0.00001,120.375,59,1967
I’m A Believer,The Monkees,3:05,4,0.515,0.98,6,-2.41,1,0.0702,0.017,0,0.258,0.934,164.698,58,1967
The Happening,The Supremes,3:05,4,0.654,0.696,6,-6.146,1,0.0612,0.372,0.0187,0.118,0.923,159.033,58,1967
Gimme Little Sign,Brenton Wood,2:21,4,0.742,0.663,10,-5.06,0,0.0321,0.154,0,0.197,0.913,113.005,57,1967
I Was Made To Love Her,Stevie Wonder,2:36,4,0.371,0.613,7,-6.685,0,0.0452,0.0589,0,0.0479,0.873,203.732,57,1967
Get On Up,The Esquires,3:45,4,0.717,0.561,11,-7.898,1,0.245,0.57,0,0.439,0.675,93.118,56,1967
San Francisco (BE Sure To Wear Flowers In Your Hair),Scott McKenzie,2:58,4,0.495,0.67,7,-5.918,1,0.0284,0.047,0.0000252,0.219,0.478,112.443,55,1967
Western Union,Five Americans,3:15,4,0.693,0.756,5,-6.354,1,0.0455,0.699,0.0000192,0.0897,0.577,90.049,54,1967
This Is My Song,Petula Clark,2:16,4,0.318,0.539,1,-6.115,1,0.0372,0.733,0,0.122,0.436,148.687,54,1967
Gimme Some Lovin’,The Spencer Davis Group,2:58,4,0.598,0.564,0,-6.454,1,0.032,0.216,0.000204,0.277,0.43,147.619,54,1967
I Never Loved A Man (THE Way I Love You),Aretha Franklin,2:51,4,0.657,0.371,5,-9.186,1,0.0359,0.367,0.0459,0.157,0.709,134.867,53,1967
Your Precious Love,Marvin Gaye & Tammi Terrell,3:07,3,0.429,0.266,10,-14.701,1,0.0358,0.245,0,0.089,0.663,203.02,53,1967
Sugar Town,Nancy Sinatra,2:26,4,0.727,0.382,7,-11.786,1,0.0408,0.664,0,0.076,0.62,108.213,53,1967
Never My Love,The Association,3:07,4,0.435,0.428,6,-11.747,1,0.0268,0.171,0.000708,0.149,0.61,95.534,53,1967
Georgy Girl,The Seekers,2:20,4,0.515,0.496,4,-7.446,1,0.0324,0.265,0,0.182,0.651,153.582,53,1967
I Think We’re Alone Now,Tommy James and the Shondells,2:10,4,0.782,0.421,11,-11.05,0,0.103,0.0723,0.0316,0.0692,0.715,131.746,53,1967
Ode To Billie Joe,Bobbie Gentry,4:15,4,0.637,0.189,7,-10.726,1,0.0471,0.721,0,0.0939,0.695,120.142,52,1967
Bernadette,Four Tops,5:22,4,0.169,0.685,7,-6.127,0,0.0417,0.173,0.00338,0.0886,0.117,67.469,52,1967
Jimmy Mack,Martha and the Vandellas,2:43,4,0.701,0.517,2,-7.951,1,0.0357,0.765,0,0.385,0.688,127.401,52,1967
Incense And Peppermints,Strawberry Alarm Clock,2:47,4,0.484,0.655,4,-11.118,1,0.0316,0.033,0,0.0885,0.634,133.158,50,1967
Then You Can Tell Me Goodbye,The Casinos,3:46,4,0.504,0.148,11,-18.457,1,0.0285,0.951,0.00578,0.105,0.45,91.118,49,1967
You Got What It Takes,the Dave Clark Five,2:48,4,0.701,0.454,3,-11.871,1,0.0409,0.834,0.000138,0.449,0.819,132.297,48,1967
Standing In The Shadows Of Love,Four Tops,2:37,4,0.741,0.855,6,-8.288,1,0.0345,0.072,0.000094,0.349,0.878,114.14,47,1967
"A Little Bit Me, A Little Bit You",The Monkees,2:48,4,0.609,0.818,5,-4.62,1,0.0425,0.114,0.316,0.0999,0.922,78.955,47,1967
I Had Too Much To Dream (LAST Night),The Electric Prunes,2:59,4,0.358,0.554,2,-12.927,0,0.0381,0.354,0.0000013,0.218,0.419,147.743,46,1967
Words Of Love,The Mamas & the Papas,3:46,4,0.533,0.756,9,-5.754,1,0.0376,0.459,0.00000741,0.126,0.684,130.996,46,1967
To Sir With Love,Lulu,2:46,4,0.546,0.399,4,-9.378,1,0.027,0.361,0.00000318,0.0995,0.301,97.142,44,1967
Pleasant Valley Sunday,The Monkees,3:14,4,0.421,0.727,9,-6.384,1,0.0344,0.203,0,0.235,0.541,89.973,44,1967
Cold Sweat,James Brown,1:49,4,0.396,0.696,2,-7.798,1,0.176,0.347,0.00000244,0.114,0.437,140.569,43,1967
Don’t You Care,The Buckinghams,4:14,4,0.389,0.208,2,-11.669,1,0.0359,0.861,0.00000776,0.192,0.233,90.346,43,1967
Silence Is Golden,The Tremeloes,3:46,4,0.383,0.988,11,-3.056,0,0.175,0.00793,0,0.175,0.392,96.608,43,1967
Kind Of A Drag,The Buckinghams,2:06,4,0.271,0.783,7,-7.996,1,0.0457,0.857,0.00965,0.285,0.533,138.836,41,1967
It Must Be Him,Vikki Carr,2:51,4,0.499,0.472,4,-10.033,1,0.0527,0.802,0.0000497,0.672,0.723,108.638,41,1967
Devil With A Blue Dress On/Good Golly Miss Molly,Mitch Ryder & the Detroit Wheels,3:32,4,0.544,0.84,0,-10.409,1,0.0627,0.25,0,0.167,0.743,79.264,40,1967
Don’t Sleep In The Subway,Petula Clark,2:55,4,0.395,0.486,10,-9.743,1,0.0368,0.627,0,0.167,0.425,133.753,40,1967
I Got Rhythm,The Happenings,3:18,4,0.487,0.376,0,-18.236,0,0.0368,0.924,0.866,0.276,0.798,145.012,39,1967
How Can I Be Sure,The Young Rascals,2:55,3,0.231,0.455,2,-8.06,1,0.0296,0.841,0,0.0823,0.391,166.705,39,1967
Please Love Me Forever,Bobby Vinton,2:34,3,0.355,0.402,10,-9.468,1,0.032,0.806,0.00453,0.179,0.496,110.902,38,1967
"Apples, Peaches, Pumpkin Pie",Jay & the Techniques,2:28,4,0.637,0.715,10,-8.67,1,0.0404,0.424,0,0.113,0.951,139.5,38,1967
(WE Ain’t Got) Nothin’ Yet,Blues Magoos,2:15,4,0.398,0.864,10,-8.199,1,0.0492,0.523,0,0.0985,0.782,148.47,37,1967
Carrie Anne,The Hollies,2:55,4,0.552,0.515,0,-11.032,1,0.0383,0.397,0,0.361,0.859,119.441,37,1967
Snoopy Vs. The Red Baron,The Royal Guardsmen,2:40,4,0.612,0.837,6,-8.504,1,0.0609,0.436,0,0.337,0.749,126.783,37,1967
Release Me (AND Let Me Love Again),Engelbert Humperdinck,3:11,4,0.311,0.387,0,-10.644,1,0.0291,0.624,0.0000357,0.118,0.418,91.251,36,1967
Expressway To Your Heart,The Soul Survivors,2:18,4,0.507,0.401,11,-10.962,1,0.045,0.177,0.0000238,0.252,0.558,105.067,36,1967
